year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url
2019,Mazda,ND Miata,"6,900",Clean (NE),"Omaha, NE 68135",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,2,40000,1/27/23,https://carsandbids.com/auctions/3BzYJZ84/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2021,Mazda,ND Miata,"10,600",Clean (MA),"Springfield, MA 01103",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,3,37000,12/30/22,https://carsandbids.com/auctions/922BL2W9/2021-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"16,500",Clean (CA),"Redondo Beach, CA 90278",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,10,25505,12/27/22,https://carsandbids.com/auctions/35E5pNgZ/2019-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"22,200",Clean (NY),"Remsenburg, NY 11960",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,13,25000,12/23/22,https://carsandbids.com/auctions/rNj2AdGk/2017-mazda-mx-5-miata-rf-grand-touring
2020,Mazda,ND Miata,"2,100",Clean (OH),"Elyria, OH 44035",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Red,0,29000,12/5/22,https://carsandbids.com/auctions/37DJMvDq/2020-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"13,200",Clean (PA),"Manheim, PA 17545",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Blue Reflex Mica,Black,36,25000,11/11/22,https://carsandbids.com/auctions/rx7RMVzK/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"9,200",Clean (OR),"Portland, OR 97212",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,4,45250,11/10/22,https://carsandbids.com/auctions/9eGozPXk/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2016,Mazda,ND Miata,"23,300",Clean (TX),"Frisco, TX 75071",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,8,17900,11/2/22,https://carsandbids.com/auctions/KmOO8pap/2016-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"53,400",Clean (NV),"Las Vegas, NV 89166",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black/Red,41,22750,10/31/22,https://carsandbids.com/auctions/9WlqoG4V/2016-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"21,100",Clean (CA),"San Diego, CA 92105",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,5,24250,10/7/22,https://carsandbids.com/auctions/3Bly0EyV/2018-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"28,000",Clean (VA),"Alexandria, VA 22314",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,17,23250,9/2/22,https://carsandbids.com/auctions/rEY6n4lR/2016-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"24,700",Clean (KY),"Louisville, KY 40291",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,31,27000,8/8/22,https://carsandbids.com/auctions/9XwVbVpr/2018-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"3,200",Clean (Ontario),"Oakville, ON, Canada",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,2,30000,8/3/22,https://carsandbids.com/auctions/35EaMZBN/2019-mazda-mx-5-miata-30th-anniversary-edition
2017,Mazda,ND Miata,"22,000",Clean (MD),"Baltimore, MD 21209",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Auburn,21,29000,6/14/22,https://carsandbids.com/auctions/rE0GDj8P/2017-mazda-mx-5-miata-rf-launch-edition
2017,Mazda,ND Miata,"3,700",Clean (MO),"West Plains, MO 65775",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,1,26750,6/7/22,https://carsandbids.com/auctions/92p2lJ5x/2017-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"72,600",Clean (VA),"Manassas, VA 20112",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,17,17750,5/31/22,https://carsandbids.com/auctions/rJmEVkoz/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"13,300",Clean (MD),"Sykesville, MD 21784",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,9,36953,5/4/22,https://carsandbids.com/auctions/92vLmM2Y/2019-mazda-mx-5-miata-30th-anniversary-edition
2019,Mazda,ND Miata,"7,200",Clean (CO),"Louisville, CO 80027",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,12,36750,4/27/22,https://carsandbids.com/auctions/3ozN0zqg/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2019,Mazda,ND Miata,"4,600",Clean (SC),"Lexington, SC 29072",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,6,39250,3/17/22,https://carsandbids.com/auctions/rJl1MqNE/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2016,Mazda,ND Miata,"51,700",Clean (FL),"West Palm Beach, FL 33406",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black,Black,1,14700,3/7/22,https://carsandbids.com/auctions/9WZBynmB/2016-mazda-mx-5-miata
2019,Mazda,ND Miata,"19,500",Clean (MN),"Minneapolis, MN 55441",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,15,25500,2/14/22,https://carsandbids.com/auctions/rx27yGgV/2019-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"3,400",Clean (NY),"Brooklyn, NY 11232",2.0L I4,Rear-wheel drive,Manual (6-Speed),Coupe,Machine Gray Metallic,White,6,30950,12/27/21,https://carsandbids.com/auctions/9XblXMvO/2021-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"6,300",Clean (PA),"Clarks Summit, PA 18411",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,0,21250,10/22/21,https://carsandbids.com/auctions/rGx4jqQO/2016-mazda-mx-5-miata-sport
2021,Mazda,ND Miata,"11,500",Clean (CA),"Gilroy, CA 95020",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,6,36500,10/12/21,https://carsandbids.com/auctions/3v8Y6VZd/2021-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"23,300",Clean (MA),"Leominster, MA 01453",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,16,21500,9/13/21,https://carsandbids.com/auctions/rJvZpBAE/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"7,000",Clean (CA),"Newport Coast, CA 92657",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,2,27501,9/3/21,https://carsandbids.com/auctions/3y4QwR6y/2019-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"36,400",Clean (MA),"Ventnor City, NJ 08406",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,0,20000,7/9/21,https://carsandbids.com/auctions/35yygqVN/2017-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"2,900",Clean (CA),"Chandler, AZ 85248",2.0L I-4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,3,33500,7/1/21,https://carsandbids.com/auctions/9QMe8lOE/2018-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"9,930",Clean (GA),"Acworth, GA 30101",2.0L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,22,24000,3/8/21,https://carsandbids.com/auctions/KYEnGgP5/2016-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"49,000",Clean (NC),"Raleigh, NC 27604",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,0,16500,11/11/20,https://carsandbids.com/auctions/3pn7xADw/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"6,400",Clean (NJ),"Allendale, NJ 07401",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,11,28501,9/24/20,https://carsandbids.com/auctions/3goJ7jAR/2019-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"3,200",Clean (CA),"Rancho Santa Margarita, CA 92688",2.0L I4,Rear-wheel drive,Manual (6-speed),Convertible,Soul Red Crystal,Black,0,28600,9/1/20,https://carsandbids.com/auctions/rwn5zdnM/2019-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"45,000",Clean,"Pittsburgh, PA 15201",2.0L I-4,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic White,Black,10,17800,6/25/20,https://carsandbids.com/auctions/KZp2dmLO/2017-mazda-mx-5-miata-rf-club
2017,Mazda,ND Miata,"29,800",Clean (FL),"Port Saint Lucie, FL 34953",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Blue Reflex Mica,Black,12,16592,12/24/24,https://carsandbids.com/auctions/zKFysKDV/2017-mazda-mx-5-miata-grand-touring
2022,Mazda,ND Miata,"4,400",Clean (FL),"Boynton Beach, FL 33426",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Deep Crystal Blue Mica,Black,4,30259,10/19/23,https://carsandbids.com/auctions/7Ik3TeIJ/2022-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"60,500",Clean (ME),"Auburn, ME 04210",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Black,3,13450,09/28/23,https://carsandbids.com/auctions/JbOe1Xrr/2016-mazda-mx-5-miata-sport
2019,Mazda,ND Miata,"19,600",Clean (TN),"Collierville, TN 38017",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,0,29711,03/29/24,https://carsandbids.com/auctions/piwWB918/2019-mazda-mx-5-miata-30th-anniversary-edition
2019,Mazda,ND Miata,"64,800",Clean (GA),"Lilburn, GA 30047",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Tan,4,16386,09/29/25,https://carsandbids.com/auctions/TjoJ6TPR/2019-mazda-mx-5-miata-grand-touring
2023,Mazda,ND Miata,"6,600",Clean (TX),"Fort Worth, TX 76126",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Black,2,27732,03/23/26,https://carsandbids.com/auctions/pqMEReIP/2023-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"52,300",Clean (TN),"Knoxville, TN 37931",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,10,29999,04/10/23,https://carsandbids.com/auctions/u9Nk2DIX/2019-mazda-mx-5-miata-30th-anniversary-edition
2021,Mazda,ND Miata,"10,600",Clean (MA),"Springfield, MA 01103",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,3,37146,12/28/22,https://carsandbids.com/auctions/m6qXA6Tm/2021-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"14,900",Clean (WA),"Sequim, WA 98382",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Soul Red Metallic,Black,0,19856,05/21/24,https://carsandbids.com/auctions/KVdup3xf/2016-mazda-mx-5-miata-grand-touring
2022,Mazda,ND Miata,"4,200",Clean (FL),"Miami, FL 33155",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Platinum Quartz Metallic,Terracotta,6,28140,12/03/23,https://carsandbids.com/auctions/Hgtu7NRb/2022-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"6,100",Clean (OR),"Bend, OR 97701",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,4,40337,06/21/23,https://carsandbids.com/auctions/0KciCe56/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2021,Mazda,ND Miata,"26,500",Clean (CA),"San Francisco, CA 94133",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,1,25151,07/21/24,https://carsandbids.com/auctions/7OmyU739/2021-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"14,900",Clean (WA),"Sequim, WA 98382",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Soul Red Metallic,Black,0,18765,06/13/24,https://carsandbids.com/auctions/hcWJ3YwM/2016-mazda-mx-5-miata-grand-touring
2023,Mazda,ND Miata,"6,600",Clean (TX),"Fort Worth, TX 76126",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Black,2,29373,03/14/26,https://carsandbids.com/auctions/gE3TXvSH/2023-mazda-mx-5-miata-club
2024,Mazda,ND Miata,"2,100",Clean (WI),"Eau Claire, WI 54703",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,3,31182,08/10/25,https://carsandbids.com/auctions/CNihcsua/2024-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"16,800",Clean (FL),"Pompano Beach, FL 33076",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,4,21617,07/28/24,https://carsandbids.com/auctions/mddwSxUq/2019-mazda-mx-5-miata-sport
2016,Mazda,ND Miata,"72,600",Clean (VA),"Manassas, VA 20112",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,17,17991,05/12/22,https://carsandbids.com/auctions/EHG7nhjj/2016-mazda-mx-5-miata-club
2022,Mazda,ND Miata,"4,100",Clean (VA),"Williamsburg, VA 23188",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Black,0,31744,04/22/25,https://carsandbids.com/auctions/zZp7lYBK/2022-mazda-mx-5-miata-rf-club
2022,Mazda,ND Miata,"4,200",Clean (FL),"Miami, FL 33155",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Platinum Quartz Metallic,Terracotta,6,26636,11/12/23,https://carsandbids.com/auctions/VYUXDJvB/2022-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"16,800",Clean (FL),"Pompano Beach, FL 33076",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,4,21483,08/31/24,https://carsandbids.com/auctions/s7BAnCMk/2019-mazda-mx-5-miata-sport
2017,Mazda,ND Miata,"49,000",Clean (TX),"Pilot Point, TX 76258",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,5,18460,07/17/24,https://carsandbids.com/auctions/yVk1VZQQ/2017-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"29,400",Clean (MD),"Baltimore, MD 21224",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Auburn,3,20877,10/16/25,https://carsandbids.com/auctions/e97hZq3t/2019-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"3,600",Clean (WA),"Seattle, WA 98112",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,1,38878,07/07/24,https://carsandbids.com/auctions/SmHQVnTE/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2016,Mazda,ND Miata,"54,500",Clean (SC),"Greer, SC 29650",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,13,23677,04/25/25,https://carsandbids.com/auctions/v2EpiVaK/2016-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"72,600",Clean (VA),"Manassas, VA 20112",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,17,17462,06/29/22,https://carsandbids.com/auctions/42N7xCqt/2016-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"6,500",Clean (NC),"Burlington, NC 27215",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Machine Gray Metallic,Black/Gray,0,20509,02/20/26,https://carsandbids.com/auctions/SPDM2mFc/2018-mazda-mx-5-miata-rf-grand-touring
2021,Mazda,ND Miata,"75,200",Clean (NJ),"Manville, NJ 08835",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic White,Black,4,17391,02/20/26,https://carsandbids.com/auctions/xlbNXL6F/2021-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"22,200",Clean (NY),"Remsenburg, NY 11960",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,13,23922,12/13/22,https://carsandbids.com/auctions/06mJ0Fhq/2017-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"25,000",Clean (NC),"Raleigh, NC 27612",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red,Black/Red,2,27524,08/08/23,https://carsandbids.com/auctions/M1YmBWLg/2016-mazda-mx-5-miata-grand-touring
2017,Mazda,ND Miata,"18,500",Clean (IN),"Indianapolis, IN 46201",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,1,16206,09/17/24,https://carsandbids.com/auctions/IEMVloJ1/2017-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"25,000",Clean (CA),"Pasadena, CA 91104",2.0L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,22,17903,07/28/25,https://carsandbids.com/auctions/IDC9wylR/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"3,200",Clean (Ontario),"Oakville, ON, Canada",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,2,29603,07/28/22,https://carsandbids.com/auctions/NJ2SHrL0/2019-mazda-mx-5-miata-30th-anniversary-edition
2016,Mazda,ND Miata,"25,200",Clean (FL),"Fort Lauderdale, FL 33325",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,0,19669,09/14/25,https://carsandbids.com/auctions/akypCmWG/2016-mazda-mx-5-miata-club
2017,Mazda,ND Miata,"18,100",Clean (CA),"Hercules, CA 94547",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black Ceramic,13,24651,08/20/23,https://carsandbids.com/auctions/LIGQFtHP/2017-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"15,300",Clean (OR),"Portland, OR 97229",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,0,29377,10/29/23,https://carsandbids.com/auctions/t7wxzPIT/2019-mazda-mx-5-miata-rf-club
2024,Mazda,ND Miata,"2,600",Clean (TX),"Plano, TX 75074",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Aero Gray,Black,7,29808,12/06/25,https://carsandbids.com/auctions/rGMYXAZN/2024-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"77,600",Clean (TX),"Missouri City, TX 77459",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black,Black,7,12803,07/20/25,https://carsandbids.com/auctions/HQ5xiAHk/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"13,700",Clean (TN),"Pigeon Forge, TN 37863",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,1,25049,04/10/25,https://carsandbids.com/auctions/8Bcnvxcj/2019-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"4,600",Clean (SC),"Lexington, SC 29072",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,6,40534,04/03/22,https://carsandbids.com/auctions/zb5JIGSu/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2016,Mazda,ND Miata,"61,400 Miles Shown",Clean (AZ),"Phoenix, AZ 85027",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,9,16126,01/13/26,https://carsandbids.com/auctions/ayEgIp0d/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"7,100",Clean (CA),"San Jose, CA 95134",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,3,35266,08/14/23,https://carsandbids.com/auctions/QCN9TOEW/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2017,Mazda,ND Miata,"5,900",Clean (MA),"Jamaica Plain, MA 02130",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,10,24374,02/12/24,https://carsandbids.com/auctions/1V21cagI/2017-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"19,700",Clean (CA),"Costa Mesa, CA 92626",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,7,29267,02/14/25,https://carsandbids.com/auctions/YwZYSoWq/2019-mazda-mx-5-miata-30th-anniversary-edition
2022,Mazda,ND Miata,"1,200",Clean (CA),"Diablo, CA 94528",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,0,30053,10/07/23,https://carsandbids.com/auctions/do72p3oF/2022-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"36,300",Clean (CA),"Loomis, CA 95650",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,7,21775,04/11/24,https://carsandbids.com/auctions/RoFIcnBC/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"7,100",Clean (CA),"San Jose, CA 95134",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,3,34930,07/31/23,https://carsandbids.com/auctions/Vq8cCOoH/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
2024,Mazda,ND Miata,"4,900",Clean (NC),"Chapel Hill, NC 27516",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Zircon Sand Metallic,Black,10,31753,02/21/26,https://carsandbids.com/auctions/sHO887zK/2024-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"17,000",Clean (NV),"Reno, NV 89523",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,10,28684,08/05/24,https://carsandbids.com/auctions/MPxPJo3I/2019-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"21,600",Clean (NC),"Wilmington, NC 28401",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl Mica,Black,1,18462,10/21/24,https://carsandbids.com/auctions/146D6MSk/2018-mazda-mx-5-miata-grand-touring
2016,Mazda,ND Miata,"52,600",Clean (MI),"Commerce Township, MI 48382",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,8,15929,08/21/24,https://carsandbids.com/auctions/2CvLCI0t/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"6,300",Clean (NV),"Las Vegas, NV 89123",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,3,28315,05/22/24,https://carsandbids.com/auctions/cb6igTUO/2019-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"28,100",Clean (LA),"Lake Charles, LA 70601",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,0,22098,02/02/25,https://carsandbids.com/auctions/Lg3GWjSr/2021-mazda-mx-5-miata-rf-grand-touring
2020,Mazda,ND Miata,"4,400",Clean (CA),"Cambria, CA 93428",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Eternal Blue,Black,0,25356,05/10/25,https://carsandbids.com/auctions/u1F0kqqe/2020-mazda-mx-5-miata-grand-touring
2017,Mazda,ND Miata,"18,500",Clean (IN),"Indianapolis, IN 46201",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,1,16929,10/15/24,https://carsandbids.com/auctions/R3oDUM2a/2017-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"7,400",Clean (OH),"Dayton, OH 45402",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,6,25262,08/08/24,https://carsandbids.com/auctions/ZoalNHFb/2019-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"28,000",Clean (VA),"Alexandria, VA 22314",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,17,24189,08/28/22,https://carsandbids.com/auctions/Ej6s7iGP/2016-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"6,400",Clean (DC),"Washington, DC 20002",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,White,0,27570,12/26/25,https://carsandbids.com/auctions/XOBexwUl/2021-mazda-mx-5-miata-grand-touring
2022,Mazda,ND Miata,"8,800",Clean (ID),"Star, ID 83669",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Platinum Quartz Metallc,Terracotta,16,34929,01/08/26,https://carsandbids.com/auctions/eQuqNpym/2022-mazda-mx-5-miata-rf-grand-touring
2018,Mazda,ND Miata,"48,800",Clean (AR),"Springdale, AR 72762",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,8,17673,02/13/25,https://carsandbids.com/auctions/vdqRHlKS/2018-mazda-mx-5-miata-club
2024,Mazda,ND Miata,"3,100",Clean (CA),"Los Angeles, CA 90022",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Black,3,32673,09/15/25,https://carsandbids.com/auctions/BBJ3NrCU/2024-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"35,200",Clean (TX),"Euless, TX 76040",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black/Red,54,30227,04/29/24,https://carsandbids.com/auctions/4yQiGrVc/2019-mazda-mx-5-miata-rf-club
2021,Mazda,ND Miata,"13,500",Clean (UT),"Orem, UT 84058",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Deep Crystal Blue Mica,White,0,30669,07/02/23,https://carsandbids.com/auctions/3ycwz840/2021-mazda-mx-5-miata-rf-grand-touring
2017,Mazda,ND Miata,"5,900",Clean (PA),"King Of Prussia, PA 19406",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Sport Tan,1,22320,12/13/24,https://carsandbids.com/auctions/YLF3uCL7/2017-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"24,200",Clean (TX),"McKinney, TX 75072",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,7,26685,01/04/24,https://carsandbids.com/auctions/ZyORIImv/2019-mazda-mx-5-miata-club
2016,Mazda,ND Miata,"61,400 Miles Shown",Clean (AZ),"Phoenix, AZ 85027",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Metallic,Black,9,16479,12/31/25,https://carsandbids.com/auctions/hU5XqkoD/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"4,600",Clean (SC),"Lexington, SC 29072",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,6,38558,02/21/22,https://carsandbids.com/auctions/PTo0zbRe/2019-mazda-mx-5-miata-rf-30th-anniversary-edition
