year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url
2015,BMW,F8X M4,"64,000",Clean (FL),"Los Angeles, CA 90064",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Sakhir Orange,Black,7,43100,4/23/21,https://carsandbids.com/auctions/3v85JJ2N/2015-bmw-m4-coupe
2015,BMW,F8X M4,"48,800",Clean (VA),"Richmond, VA 23225",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Mineral Gray,Black,5,36400,3/24/21,https://carsandbids.com/auctions/9QR7o673/2015-bmw-m4-coupe
2016,BMW,F8X M4,"45,800",Clean (FL),"Maitland, FL 32751",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Black,2,35750,1/12/21,https://carsandbids.com/auctions/3LYPBgJy/2016-bmw-m4-coupe-competition-package
2016,BMW,F8X M4,"14,000",Clean (TN),"Knoxville, TN 37922",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Yas Marina Blue,Black,0,49000,11/27/20,https://carsandbids.com/auctions/3zl5nYl1/2016-bmw-m4-coupe
2015,BMW,F8X M4,"34,000",Clean (CA),"Harbor City, CA 90710",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Austin Yellow Metallic,Black,0,32444,11/19/20,https://carsandbids.com/auctions/36bJxP5z/2015-bmw-m4-convertible
2015,BMW,F8X M4,75638,Clean (CA),"Santa Monica, CA 90403",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Black Sapphire Metallic,Anthracite,2,34910,08/22/22,https://carsandbids.com/auctions/UHjXOKG4/2015-bmw-m4-coupe
2017,BMW,F8X M4,18035,Clean (FL),"Hollywood, FL 33020",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Yas Marina Blue Metallic,Silverstone,9,44748,11/30/24,https://carsandbids.com/auctions/nSPKPzdj/2017-bmw-m4-coupe-competition-package
2016,BMW,F8X M4,40463,Clean (FL),"Pensacola, FL 32505",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Sakhir Orange,1,43567,09/15/21,https://carsandbids.com/auctions/AZRxdU6y/2016-bmw-m4-coupe
2020,BMW,F8X M4,24859,Clean (TX),"North Richland Hills, TX 76180",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Silverstone,2,52313,05/01/25,https://carsandbids.com/auctions/RkIG7uOy/2020-bmw-m4-coupe-competition-package
2016,BMW,F8X M4,62916,Clean (CA),"Midway City, CA 92655",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Yas Marina Blue,Sakhir Orange,18,34872,12/02/24,https://carsandbids.com/auctions/qEaYvR4w/2016-bmw-m4-coupe-competition-package
2018,BMW,F8X M4,19820,Clean (MD),"Silver Spring, MD 20906",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Black Sapphire Metallic,Black,0,46677,01/19/26,https://carsandbids.com/auctions/Pm4SuGy6/2018-bmw-m4-coupe-competition-package
2015,BMW,F8X M4,40970,Clean (NC),"Holly Springs, NC 27540",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Mineral Grey,Sonoma Beige,6,37597,04/25/21,https://carsandbids.com/auctions/XUoCY1Vs/2015-bmw-m4-coupe
2017,BMW,F8X M4,34027,Clean (CO),"Castle Rock, CO 80108",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Sakhir Orange Metallic,Sakhir Orange,5,46708,10/29/25,https://carsandbids.com/auctions/eHinkCpX/2017-bmw-m4-coupe-competition-package
2015,BMW,F8X M4,52349,Clean (WA),"Portland, OR 97220",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Sedan,Black Sapphire Metallic,Black,0,36516,04/16/23,https://carsandbids.com/auctions/XzyJBQt2/2015-bmw-m4-coupe
2015,BMW,F8X M4,51509,Clean (IL),"Arlington Heights, IL 60005",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Yas Marina Blue Metallic,Sakhir Orange,14,30339,07/13/24,https://carsandbids.com/auctions/JiZDeZMb/2015-bmw-m4-coupe
2015,BMW,F8X M4,78901,Clean (CA),"Danville, CA 94526",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Black,29,28447,01/10/26,https://carsandbids.com/auctions/yPOr0GwB/2015-bmw-m4-coupe
2015,BMW,F8X M4,79914,Clean (CA),"Danville, CA 94526",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Black,29,29391,02/10/26,https://carsandbids.com/auctions/fw8iPIUp/2015-bmw-m4-coupe
2015,BMW,F8X M4,74629,Clean (CA),"Danville, CA 94526",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Black,29,29113,01/19/26,https://carsandbids.com/auctions/bnWmJ7ed/2015-bmw-m4-coupe
2016,BMW,F8X M4,80146,Clean (CA),"San Jose, CA 95127",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Yas Marina Blue Metallic,Black,5,31533,12/21/23,https://carsandbids.com/auctions/2FjhLCUt/2016-bmw-m4-convertible
2016,BMW,F8X M4,43602,Clean (NY),"Middle Island, NY 11953",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Yas Marina Blue Metallic,Black,9,42722,04/22/23,https://carsandbids.com/auctions/RDy890Hm/2016-bmw-m4-coupe
2017,BMW,F8X M4,39255,Clean (SC),"Fort Mill, SC 29715",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Silverstone Metallic,Black,9,45086,08/02/23,https://carsandbids.com/auctions/UBssSvVJ/2017-bmw-m4-coupe-competition-package
2016,BMW,F8X M4,37262,Clean (FL),"Pensacola, FL 32505",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Sakhir Orange,1,41807,09/30/21,https://carsandbids.com/auctions/0JvXpbUk/2016-bmw-m4-coupe
2016,BMW,F8X M4,82481,Clean (CA),"San Jose, CA 95112",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Austin Yellow Metallic,Black,28,26609,01/22/26,https://carsandbids.com/auctions/YS7AD183/2016-bmw-m4-convertible
2018,BMW,F8X M4,100791,Clean (NJ),"Union, NJ 07083",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Sakhir Orange,10,25434,02/07/26,https://carsandbids.com/auctions/FV5VnA9d/2018-bmw-m4-coupe
2018,BMW,F8X M4,18776,Clean (NY),"Chapel Hill, NC 27517",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Black,5,50521,02/14/24,https://carsandbids.com/auctions/Nc1NDLYs/2018-bmw-m4-coupe-competition-package
2018,BMW,F8X M4,26483,Clean (GA),"Lawrenceville, GA 30044",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Yas Marina Blue,Black,3,54933,06/16/22,https://carsandbids.com/auctions/5r64NGIm/2018-bmw-m4-coupe-competition-package
2019,BMW,F8X M4,24712,Clean (GA),"Duluth, GA 30096",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,San Marino Blue,Black,1,58888,07/28/23,https://carsandbids.com/auctions/Yc6GqDKX/2019-bmw-m4-cs
2015,BMW,F8X M4,82796,Clean (FL),"Daytona Beach, FL 32118",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Yas Marina Blue Metallic,Black,1,29073,07/20/23,https://carsandbids.com/auctions/efIxBcFH/2015-bmw-m4-convertible
2015,BMW,F8X M4,54943,Clean (CA),"Hayward, CA 94545",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Alpine White,Black,0,34281,03/24/26,https://carsandbids.com/auctions/71jLuo0k/2015-bmw-m4-coupe
2015,BMW,F8X M4,41904,Clean (FL),"Kissimmee, FL 34758",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Sakhir Orange/Black,7,35755,10/21/23,https://carsandbids.com/auctions/G3iv7vYn/2015-bmw-m4-coupe
2017,BMW,F8X M4,52036,Clean (NJ),"Maplewood, NJ 07040",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Black Sapphire Metallic,Silverstone,0,31728,08/18/25,https://carsandbids.com/auctions/R2wiUpmO/2017-bmw-m4-convertible
2015,BMW,F8X M4,72708,Clean (MN),"Minneapolis, MN 55438",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Mineral Gray Metallic,Sonoma Beige,6,34810,07/14/25,https://carsandbids.com/auctions/ba7iKyRI/2015-bmw-m4-convertible
2016,BMW,F8X M4,19263,Clean (TX),"San Antonio, TX 78216",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Mineral Gray Metallic,Sakhir Orange/Black,0,49674,06/02/22,https://carsandbids.com/auctions/PYkoEBtm/2016-bmw-m4-convertible
2015,BMW,F8X M4,92231,Clean (MT),"Boca Raton, FL 33432",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Black Sapphire Metallic,Sonoma Beige,3,21769,04/13/26,https://carsandbids.com/auctions/1reeiqsZ/2015-bmw-m4-convertible
2015,BMW,F8X M4,98888,Clean (MT),"Boca Raton, FL 33432",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Black Sapphire Metallic,Sonoma Beige,3,22307,03/04/26,https://carsandbids.com/auctions/fYDzvTWn/2015-bmw-m4-convertible
2016,BMW,F8X M4,26159,Clean (CA),"Hercules, CA 94547",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Black Sapphire Metallic,Sakhir Orange,17,43108,10/03/23,https://carsandbids.com/auctions/ZngsV79o/2016-bmw-m4-convertible
2015,BMW,F8X M4,41310,Clean (TX),"Houston, TX 77044",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Yas Marina Blue,Black,19,38233,08/29/24,https://carsandbids.com/auctions/liyrb3Bx/2015-bmw-m4-coupe
2016,BMW,F8X M4,62445,Clean (TX),"San Antonio, TX 78216",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Mineral Grey Metallic,Black,0,35640,08/13/21,https://carsandbids.com/auctions/comcQcvS/2016-bmw-m4-coupe
2018,BMW,F8X M4,11644,Clean (CA),"Newport Beach, CA 92660",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Black,3,55755,04/19/23,https://carsandbids.com/auctions/WOM40rXQ/2018-bmw-m4-coupe-competition-package
2015,BMW,F8X M4,56987,Clean (MT),"Los Gatos, CA 95030",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Gray Metallic,Sakhir Orange,11,34617,06/04/24,https://carsandbids.com/auctions/tmubQUlv/2015-bmw-m4-coupe
2020,BMW,F8X M4,25191,Clean (OR),"Damascus, OR 97089",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Sakhir Orange,6,50643,10/31/24,https://carsandbids.com/auctions/l63UMmPe/2020-bmw-m4-coupe-competition-package
2016,BMW,F8X M4,36428,Clean (CO),"Littleton, CO 80129",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Mineral Gray Metallic,Black,6,34180,03/08/25,https://carsandbids.com/auctions/8ziImvbm/2016-bmw-m4-convertible
2018,BMW,F8X M4,38224,Clean (CA),"Los Angeles, CA 90025",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Gray Metallic,Black,0,45881,03/08/26,https://carsandbids.com/auctions/J9BFCk9b/2018-bmw-m4-coupe
2015,BMW,F8X M4,33147,Clean (FL),"Orlando, FL 32832",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Gray Metallic,Silverstone,8,36851,02/06/24,https://carsandbids.com/auctions/CsShAhDA/2015-bmw-m4-coupe
2016,BMW,F8X M4,29661,Clean (CA),"El Dorado Hills, CA 95762",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Silverstone Metallic,Silverstone,2,37001,03/29/24,https://carsandbids.com/auctions/BDztgFEq/2016-bmw-m4-convertible
2015,BMW,F8X M4,74355,Clean (CA),"Danville, CA 94526",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Black,29,28678,01/22/26,https://carsandbids.com/auctions/BymOYh7a/2015-bmw-m4-coupe
2017,BMW,F8X M4,33607,Clean (CO),"Castle Rock, CO 80108",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Sakhir Orange Metallic,Sakhir Orange,5,44905,11/12/25,https://carsandbids.com/auctions/9Gq6RDoz/2017-bmw-m4-coupe-competition-package
2015,BMW,F8X M4,54048,Clean (MT),"Los Gatos, CA 95030",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Gray Metallic,Sakhir Orange,11,34183,04/20/24,https://carsandbids.com/auctions/JCQgeGi3/2015-bmw-m4-coupe
2018,BMW,F8X M4,3053,Clean (PA),"Royersford, PA 19468",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Tanzanite Blue Metallic,Black,2,57692,12/30/23,https://carsandbids.com/auctions/EQG9NNPl/2018-bmw-m4-coupe-competition-package
2018,BMW,F8X M4,4883,Clean (NY),"Jericho, NY 11753",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Black Sapphire Metallic,Black,2,58086,09/07/22,https://carsandbids.com/auctions/NQ6ypQmB/2018-bmw-m4-convertible-competition-package
2019,BMW,F8X M4,21798,Clean (OR),"Grants Pass, OR 97526",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Alpine White,Anthracite,2,61508,09/16/23,https://carsandbids.com/auctions/2eWx9zBH/2019-bmw-m4-cs
2015,BMW,F8X M4,50300,Clean (IL),"Arlington Heights, IL 60005",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Yas Marina Blue Metallic,Sakhir Orange,14,29456,08/09/24,https://carsandbids.com/auctions/LF8Sa56T/2015-bmw-m4-coupe
2018,BMW,F8X M4,94745,Clean (NJ),"Union, NJ 07083",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Sakhir Orange,10,28038,01/29/26,https://carsandbids.com/auctions/KoQWAusP/2018-bmw-m4-coupe
2015,BMW,F8X M4,53662,Clean (PA),"Pittsburgh, PA 15238",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Austin Yellow Metallic,Black,3,35777,09/24/23,https://carsandbids.com/auctions/54AyLXz5/2015-bmw-m4-coupe
2020,BMW,F8X M4,25447,Clean (NY),"Croton-on-Hudson, NY 10520",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Alpine White,Sakhir Orange,8,44306,03/15/25,https://carsandbids.com/auctions/Gzb0rOLr/2020-bmw-m4-coupe-competition-package
2016,BMW,F8X M4,78015,Clean (CA),"San Jose, CA 95112",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Austin Yellow Metallic,Black,28,27544,12/27/25,https://carsandbids.com/auctions/2haIfjep/2016-bmw-m4-convertible
2016,BMW,F8X M4,76928,Clean (CA),"San Jose, CA 95127",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Yas Marina Blue Metallic,Black,5,32358,12/07/23,https://carsandbids.com/auctions/Vs1uneSN/2016-bmw-m4-convertible
2015,BMW,F8X M4,62352,Clean (FL),"Los Angeles, CA 90064",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Sakhir Orange,Black,7,45226,05/21/21,https://carsandbids.com/auctions/icSkRhsz/2015-bmw-m4-coupe
2015,BMW,F8X M4,91352,Clean (IL),"Evanston, IL 60201",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Grey Metallic,Black,7,28157,02/15/25,https://carsandbids.com/auctions/tHfNgDbU/2015-bmw-m4-coupe
2019,BMW,F8X M4,26504,Clean (GA),"Duluth, GA 30096",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,San Marino Blue,Black,1,58453,06/23/23,https://carsandbids.com/auctions/LMrCcFgt/2019-bmw-m4-cs
2018,BMW,F8X M4,17189,Clean (NY),"Universal City, TX 78150",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Speed Yellow,Opal White,2,65799,10/05/24,https://carsandbids.com/auctions/UjfYy11t/2018-bmw-m4-convertible-competition-package
2018,BMW,F8X M4,26312,Clean (GA),"Lawrenceville, GA 30044",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Yas Marina Blue,Black,3,56739,05/19/22,https://carsandbids.com/auctions/qn1rO9kV/2018-bmw-m4-coupe-competition-package
2018,BMW,F8X M4,38356,Clean (CA),"Los Angeles, CA 90025",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Gray Metallic,Black,0,45599,02/19/26,https://carsandbids.com/auctions/bRNrALvd/2018-bmw-m4-coupe
2017,BMW,F8X M4,79718,Clean (FL),"Vero Beach, FL 32968",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Yas Marina Blue Metallic,Silverstone,0,32031,11/17/23,https://carsandbids.com/auctions/q2WwLTig/2017-bmw-m4-convertible-competition-package
2019,BMW,F8X M4,6640,Clean (CA),"San Francisco, CA 94114",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Lime Rock Grey Metallic,Black,0,70442,05/31/22,https://carsandbids.com/auctions/d2hj0HzU/2019-bmw-m4-cs
2016,BMW,F8X M4,11217,Clean (CA),"Hermosa Beach, CA 90254",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Grey Metallic,Black,2,74318,11/03/25,https://carsandbids.com/auctions/ejAHHPvR/2016-bmw-m4-gts
2014,BMW,F8X M4,"29,855 miles",Clean (CA),"Harbor City, CA 90710",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Austin Yellow Metallic,Black,0,30013,11/16/20,https://carsandbids.com/auctions/NbrnTP3f/2015-bmw-m4-convertible-v2
2017,BMW,F8X M4,"44,008 miles",Clean (FL),"Pensacola, FL 32505",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Sakhir Orange,1,40865,10/27/21,https://carsandbids.com/auctions/RABr1VjA/2016-bmw-m4-coupe-3
2015,BMW,F8X M4,"68,458 miles",Clean (PA),"Easton, PA 18042",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Mineral Gray Metallic,Sakhir Orange,19,27840,9/1/25,https://carsandbids.com/auctions/YTH8xIZM/2015-bmw-m4-convertible-3
2020,BMW,F8X M4,"22,406 miles",Clean (TX),"North Richland Hills, TX 76180",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral White Metallic,Silverstone,2,53226,6/1/25,https://carsandbids.com/auctions/11xCZkwP/2020-bmw-m4-coupe-competition-package
2015,BMW,F8X M4,"96,067 miles",Clean (FL),"Daytona Beach, FL 32118",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Yas Marina Blue Metallic,Black,1,26943,8/14/23,https://carsandbids.com/auctions/QnuVdYXy/2015-bmw-m4-convertible
2017,BMW,F8X M4,"38,780 miles",Clean (VA),"Ashburn, VA 20147",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Sakhir Orange Metallic,Black,0,46421,4/24/25,https://carsandbids.com/auctions/CqpIqK3y/2017-bmw-m4-convertible-2
2015,BMW,F8X M4,"30,068 miles",Clean (CA),"Harbor City, CA 90710",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Austin Yellow Metallic,Black,0,33379,11/26/20,https://carsandbids.com/auctions/XAdx9G81/2015-bmw-m4-convertible
2018,BMW,F8X M4,"94,696 miles",Clean (NJ),"Union, NJ 07083",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Sakhir Orange,10,26941,2/17/26,https://carsandbids.com/auctions/sjaSS8VF/2018-bmw-m4-coupe
2016,BMW,F8X M4,"34,584 miles",Clean (UT),"Salt Lake City, UT 84123",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Mineral Grey Metallic,Black,3,40728,6/28/23,https://carsandbids.com/auctions/k754LEgw/2015-bmw-m4-coupe-3
2018,BMW,F8X M4,"28,852 miles",Clean (GA),"Lawrenceville, GA 30044",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Yas Marina Blue,Black,3,59843,5/14/22,https://carsandbids.com/auctions/8HhO6kGL/2018-bmw-m4-coupe-competition-package-2
2016,BMW,F8X M4,"83,298 miles",Clean (CA),"San Jose, CA 95127",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Yas Marina Blue Metallic,Black,4,29368,11/18/23,https://carsandbids.com/auctions/x3BpdbIK/2016-bmw-m4-convertible
2015,BMW,F8X M4,"42,899 miles",Clean (VA),"Richmond, VA 23225",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Mineral Gray,Black,5,34596,3/27/21,https://carsandbids.com/auctions/rEHS2JpD/2015-bmw-m4-coupe-v2
2015,BMW,F8X M4,"73,865 miles",Clean (CA),"Santa Monica, CA 90403",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Black Sapphire Metallic,Anthracite,4,34622,8/20/22,https://carsandbids.com/auctions/dOOdTXgl/2015-bmw-m4-coupe
2015,BMW,F8X M4,"52,068 miles",Clean (PA),"Pittsburgh, PA 15238",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Austin Yellow Metallic,Black,3,34138,8/15/23,https://carsandbids.com/auctions/gOHafUoz/2015-bmw-m4-coupe-v2
2017,BMW,F8X M4,"16,711 miles",Clean (TX),"San Antonio, TX 78216",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Mineral Gray Metallic,Sakhir Orange/Black,0,47430,7/9/22,https://carsandbids.com/auctions/WCA79ISj/2016-bmw-m4-convertible-3
2015,BMW,F8X M4,"51,351 miles",Clean (IL),"Arlington Heights, IL 60005",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Yas Marina Blue Metallic,Sakhir Orange,14,31537,8/17/24,https://carsandbids.com/auctions/0j7elKPo/2015-bmw-m4-coupe
2014,BMW,F8X M4,"118,626 miles",Clean (CA),"Campbell, CA 95008",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Alpine White,Black/Anthracite,11,23835,2/5/24,https://carsandbids.com/auctions/KG5mSoyP/2015-bmw-m4-coupe-3
2015,BMW,F8X M4,"58,151 miles",Clean (CA),"Hayward, CA 94545",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Alpine White,Black,0,31092,3/10/26,https://carsandbids.com/auctions/iveprBHs/2015-bmw-m4-coupe
2018,BMW,F8X M4,"24,799 miles",Clean (GA),"Lawrenceville, GA 30044",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Coupe,Yas Marina Blue,Black,3,56048,6/9/22,https://carsandbids.com/auctions/q3UjrnvQ/2018-bmw-m4-coupe-competition-package-3
2019,BMW,F8X M4,"29,164 miles",Clean (GA),"Duluth, GA 30096",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,San Marino Blue,Black,1,58879,6/28/23,https://carsandbids.com/auctions/VNqTIAae/2019-bmw-m4-cs-2
2015,BMW,F8X M4,"132,098 miles",Clean (AL),"North Brook, IL 60062",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Black Sapphire Metallic,Black,2,24915,9/27/24,https://carsandbids.com/auctions/3X13npgW/2015-bmw-m4-v2
2015,BMW,F8X M4,"77,098 miles",Clean (MN),"Minneapolis, MN 55438",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Mineral Gray Metallic,Sonoma Beige,7,32911,7/16/25,https://carsandbids.com/auctions/2bTu5X1Y/2015-bmw-m4-convertible-3
2018,BMW,F8X M4,"43,622 miles",Clean (VA),"Ashburn, VA 20147",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Sakhir Orange Metallic,Black,1,41975,5/26/25,https://carsandbids.com/auctions/vY2nOyre/2017-bmw-m4-convertible-3
2018,BMW,F8X M4,"40,758 miles",Clean (CA),"Los Angeles, CA 90025",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Coupe,Mineral Gray Metallic,Black,0,43809,2/9/26,https://carsandbids.com/auctions/cKvWB9h3/2018-bmw-m4-coupe-2
2016,BMW,F8X M4,"73,703 miles",Clean (CA),"San Jose, CA 95127",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Yas Marina Blue Metallic,Black,5,33125,12/6/23,https://carsandbids.com/auctions/6TmA65MP/2016-bmw-m4-convertible
2017,BMW,F8X M4,"13,604 miles",Clean (MT),"Reno, NV 89511",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Alpine White,Black,2,43830,4/28/25,https://carsandbids.com/auctions/IlPxUkJz/2017-bmw-m4-convertible
2015,BMW,F8X M4,"33,961 miles",Clean (TN),"Hendersonville, TN 37075",3.0L Turbocharged I6,Rear-wheel drive,Manual (6-Speed),Convertible,Yas Marina Blue Metallic,Silverstone II,0,46734,4/3/22,https://carsandbids.com/auctions/PFX7TOrP/2015-bmw-m4-convertible
2015,BMW,F8X M4,"52,160 miles",Clean (GA),"Duluth, GA 30096",3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Convertible,Azurite Black Metallic,Opal White,10,32720,4/28/24,https://carsandbids.com/auctions/c9LVC2JS/2015-bmw-m4-convertible-v2
