year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url,image_url,has_forced_induction,state
2004,Porsche,996 911,157588,Clean,"Salt Lake City, UT 84115",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Black,Black,2,18665,10/12/23,https://carsandbids.com/auctions/FmYHyNZQ/2004-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/r4V7kpzP-K6fcBKCl-Z-(edit).jpg?t=169905951671",0,UT
2000,Porsche,996 911,181177,Clean,"Boulder Creek, CA 95006",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Polar Silver Metallic,Black,6,14161,6/19/22,https://carsandbids.com/auctions/LtTThRRk/2000-porsche-911-carrera-cabriolet-3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/9QqyORvk-2zZjQ1YseK-(edit).jpg?t=165655797329",0,CA
2004,Porsche,996 911,102731,Clean,"Elgin, AZ 85611",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,0,20638,8/5/25,https://carsandbids.com/auctions/Th3uAGq8/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/f50baa0fded5bb62b35f8553a743bb81347efcf4/photos/exterior/9ldJG80E-uwtbyoK/edit/CnBuh.jpg?t=175604926835",0,AZ
2002,Porsche,996 911,132368,Clean,"Santa Monica, CA 90404",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,2,20401,4/19/22,https://carsandbids.com/auctions/pgJSoFc1/2002-porsche-911-targa-2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da6e8a1d4896127a9d2adf83461993b45339474c/photos/3R0G8GmN-4VNeZ2_9P4-FxHe49P_ky.jpeg?t=165222694672",0,CA
2001,Porsche,996 911,19134,Clean,"King Of Prussia, PA 19406",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,4,34942,8/18/23,https://carsandbids.com/auctions/TAtzSqex/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r40y0ZxP-unom03eaXk-(edit).jpg?t=169157734390",0,PA
2004,Porsche,996 911,60560,Clean,"Tampa, FL 33614",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,2,30320,1/27/24,https://carsandbids.com/auctions/eCr0uIam/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3z7bbMmd-u-fnJqQYOV-(edit).jpg?t=170545503149",0,FL
2003,Porsche,996 911,101994,Clean,"Beacon, NY 12508",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Savanna Beige,2,21174,12/12/20,https://carsandbids.com/auctions/Vm3Vpazo/2002-porsche-911-carrera-4-cabriolet-3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/NL1EqEbUf2.Iva48neyb.jpg?t=160754552759",0,NY
2000,Porsche,996 911,94058,Clean,"Santa Rosa, CA 95405",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Ocean Blue Metallic,Savannah Beige,5,20113,8/28/23,https://carsandbids.com/auctions/TgGoEd9S/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/3OnVjlXj-XguCOGw0j2-(edit).jpg?t=169085820982",0,CA
2001,Porsche,996 911,42608,Clean,"Austin, TX 78728",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,4,18705,7/7/20,https://carsandbids.com/auctions/UKFNyKdP/2001-porsche-911-carrera-coupe-2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e45ac058c50aab1bf5ea0c9e644cda9a2e123001/photos/3_m6wwqH7yW.JPG?t=159459484990",0,TX
2000,Porsche,996 911,84851,Clean,"Auburn, NH 03032",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Graphite Grey,7,16410,11/28/23,https://carsandbids.com/auctions/uCo6iVgg/2000-porsche-911-carrera-cabriolet-v2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/37gnMboR-ioVpP97-nU-(edit).jpg?t=170001297188",0,NH
2004,Porsche,996 911,49870,Clean,"Wrightwood, CA 92397",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,5,41524,10/28/24,https://carsandbids.com/auctions/C0fYsRLn/2003-porsche-911-carrera-4s-coupe-3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/KZda5DdG-0G-9NUuzI8-(edit).jpg?t=172697976198",0,CA
2002,Porsche,996 911,70174,Clean,"Marysville, OH 43040",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Arctic Silver Metallic,Metropol Blue,3,16218,7/7/22,https://carsandbids.com/auctions/9bzCUpCX/2002-porsche-911-carrera-4-cabriolet-2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/37e0d12ee547ba13beecbc1def609de677e2b565/photos/r46MW0JP-JiGzupToDI-(edit).jpg?t=165298263610",0,OH
2004,Porsche,996 911,52448,Clean,"Rhinebeck, NY 12572",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,1,30378,6/26/22,https://carsandbids.com/auctions/NKqYbd3B/2003-porsche-911-carrera-coupe-2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/3Bpdbdbb-gOvrj5Qd8V-(edit).jpg?t=165258302538",0,NY
2003,Porsche,996 911,109719,Clean,"Santa Clarita, CA 91387",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Black,Graphite Grey,1,34111,7/28/23,https://carsandbids.com/auctions/ybQknlr2/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/KYyxZpJM-Rb8Rvf0GNa-(edit).jpg?t=168693774100",0,CA
2000,Porsche,996 911,107698,Clean,"Felton, CA 95018",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Dark Blue,Gray,3,20487,8/2/24,https://carsandbids.com/auctions/fxzNXp9H/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r4ogNqVP-SaY1LlSV9s-(edit).jpg?t=171696306375",0,CA
2001,Porsche,996 911,59618,Clean,"Bonney Lake, WA 98391",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,5,45389,7/18/20,https://carsandbids.com/auctions/JtqbLbYr/2001-porsche-911-turbo-coupe-v2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/5a0782a85481fa3b119f02e7897ea3b11e56d666/photos/UcjdIC1pr.jpg?t=159528613600",1,WA
2002,Porsche,996 911,135859,Clean,"Los Angeles, CA 90066",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Lapis Blue Metallic,Graphite Grey,6,30854,4/10/24,https://carsandbids.com/auctions/qY4d9n0X/2002-porsche-911-carrera-4s-coupe-3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3B0VBjeX-W4HJNFqUhQ-(edit).jpg?t=171131271380",0,CA
1999,Porsche,996 911,140184,Clean,"Brooklyn, NY 11221",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,12,18624,8/1/25,https://carsandbids.com/auctions/4bR6IIl9/1999-porsche-911-carrera-cabriolet-v2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/exterior/rkEnR7WN-MtwZryg/edit/34h7d.jpg?t=175625907070",0,NY
1999,Porsche,996 911,70583,Clean,"Oakland, CA 94602",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,1,25478,7/17/21,https://carsandbids.com/auctions/a4miS40u/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/r4745v6n.8wHOU8-sr-(edit).jpg?t=162582656439",0,CA
2004,Porsche,996 911,90145,Clean,"Rowlett, TX 75089",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,GT Silver Metallic,Natural Grey,5,28894,7/16/20,https://carsandbids.com/auctions/7x6ygsij/2004-porsche-911-carrera-coupe-40th-anniversary-edition-v2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d5bbad7af200e871991f55691eb2c40b41d80868/photos/-KbXKggL1.jpg?t=159188152884",0,TX
2000,Porsche,996 911,206049,Registered,"Niagara Falls, ON, Canada",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Purple,Black,10,10987,1/11/24,https://carsandbids.com/auctions/3MwPYxTs/2000-porsche-911-carrera-cabriolet-2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KZRNNp7O-WmiR9iSiZM-(edit).jpg?t=170114677767",0,ON
2000,Porsche,996 911,56548,Clean,"Vero Beach, FL 32960",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Ocean Blue Metallic,Grey,4,22656,12/26/24,https://carsandbids.com/auctions/cL57nJ6i/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/98QvN0mY-LQ-0FK8HW1o/edit/Srz-A.jpg?t=173683142906",0,FL
2000,Porsche,996 911,97459,Clean,"Felton, CA 95018",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Dark Blue,Gray,3,17626,8/4/24,https://carsandbids.com/auctions/PTuanQvW/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r4ogNqVP-SaY1LlSV9s-(edit).jpg?t=171696306375",0,CA
2005,Porsche,996 911,107502,Clean,"Farmington, UT 84025",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Atlas Grey Metallic,Black,5,30388,9/20/24,https://carsandbids.com/auctions/xHgD1OQk/2005-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/rNXdGQGE-uc0SmEv1mc-(edit).jpg?t=172571929574",0,UT
2000,Porsche,996 911,103876,Clean,"Felton, CA 95018",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Dark Blue,Gray,2,18791,8/10/24,https://carsandbids.com/auctions/3je68u93/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r4ogNqVP-SaY1LlSV9s-(edit).jpg?t=171696306375",0,CA
2002,Porsche,996 911,42866,Clean,"Grand Rapids, MI 49548",3.6L Turbocharged Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,5,94085,1/1/23,https://carsandbids.com/auctions/8zI5HOsf/2002-porsche-911-gt2-v2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KmowQjaN-ToWghAZ-IG-(edit).jpg?t=167433810733",1,MI
2004,Porsche,996 911,41435,Clean,"Cincinnati, OH 45247",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Graphite Grey,3,50187,5/8/25,https://carsandbids.com/auctions/PLmbksf0/2004-porsche-911-turbo-cabriolet-3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/9lzn6WXg-EFDLP3MMtk/edit/x5W5D.jpg?t=174355703391",1,OH
2002,Porsche,996 911,9054,Clean,"Warwick, RI 02886",3.6L Turbocharged Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,0,126051,5/18/23,https://carsandbids.com/auctions/wBqCoqdU/2002-porsche-911-gt2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/rG5gR75g-f7S9Qwp7Ky-(edit).jpg?t=168271841087",1,RI
2000,Porsche,996 911,109843,Clean,"Felton, CA 95018",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Dark Blue,Gray,3,18680,8/1/24,https://carsandbids.com/auctions/0YzH1D2D/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/r4ogNqVP-SaY1LlSV9s-(edit).jpg?t=171696306375",0,CA
2000,Porsche,996 911,58088,Clean,"Tampa, FL 33611",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Ocean Blue Metallic,Savanna Beige,4,19746,3/20/26,https://carsandbids.com/auctions/QMhUk98Y/2000-porsche-911-carrera-4-cabriolet-2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/39ba75f9b610a05237adc3ca976891cd48f5832c/photos/exterior/9lb7npMK-6RR86n9/edit/FXa4B.jpg?t=177559603457",0,FL
